ENSEMBL	SYMBOL	TYPE	S085BE	S089BE	S110BE	S114BE	S117BE	S118BE	S132INBE
ENSG00000134077	THUMPD3	protein_coding	296	289	484	386	305	383	295
ENSG00000102837	OLFM4	protein_coding	797	262	1278	1114	612	455	1515
ENSG00000171951	SCG2	protein_coding	43	41	98	41	13	59	27
ENSG00000213514	RP11-428P16.2	processed_pseudogene	20	36	41	12	14	20	20
ENSG00000007933	FMO3	protein_coding	2	6	13	16	1	3	10
ENSG00000282522	PKD1P1	transcribed_unprocessed_pseudogene	0	21	0	0	0	0	0
ENSG00000127955	GNAI1	protein_coding	197	271	367	255	352	297	386
ENSG00000249353	NPM1P27	processed_pseudogene	65	66	86	73	51	64	72
ENSG00000114480	GBE1	protein_coding	273	294	464	555	219	374	562
ENSG00000162390	ACOT11	protein_coding	50	165	505	167	211	198	424
ENSG00000119636	BBOF1	protein_coding	13	23	36	29	18	40	21
ENSG00000206512	OR2H2	protein_coding	7	15	13	11	1	4	12
ENSG00000093183	SEC22C	protein_coding	225	245	245	270	51	254	64
ENSG00000143147	GPR161	protein_coding	308	345	323	369	104	398	99
ENSG00000196711	FAM150A	protein_coding	2	12	14	11	23	7	12
ENSG00000172803	SNX32	protein_coding	50	50	106	40	53	32	51
ENSG00000228196	PTPN2P1	processed_pseudogene	23	39	33	33	39	33	33
ENSG00000123992	DNPEP	protein_coding	845	843	1210	932	740	1014	648
ENSG00000283078	RP11-11M20.4	lincRNA	20	16	7	9	5	5	17
ENSG00000141736	ERBB2	protein_coding	2193	3019	3017	2139	2333	2233	1971
ENSG00000282052	RPS7P11	processed_pseudogene	29	56	85	39	58	45	78
ENSG00000187790	FANCM	protein_coding	27	35	42	25	19	33	18
ENSG00000067048	DDX3Y	protein_coding	2202	2077	1826	1601	1810	2305	1841
ENSG00000145425	RPS3A	protein_coding	445	412	535	445	442	430	357
ENSG00000182534	MXRA7	protein_coding	456	511	752	679	622	639	837
ENSG00000165410	CFL2	protein_coding	536	446	310	625	312	485	237
ENSG00000177432	NAP1L5	protein_coding	30	22	26	15	5	24	11
ENSG00000159261	CLDN14	protein_coding	82	36	28	58	13	32	87
ENSG00000140829	DHX38	protein_coding	784	892	1332	815	879	964	858
ENSG00000229473	RGS17P1	processed_pseudogene	4	4	18	6	7	10	18
ENSG00000143374	TARS2	protein_coding	209	409	715	362	529	394	528
ENSG00000137821	LRRC49	protein_coding	174	219	166	280	71	220	95
ENSG00000127616	SMARCA4	protein_coding	1218	1537	2336	1782	1288	1703	1239
ENSG00000197253	TPSB2	protein_coding	48	0	8	22	1	54	13
ENSG00000180992	MRPL14	protein_coding	254	261	340	354	333	286	277
ENSG00000180776	ZDHHC20	protein_coding	311	467	676	356	755	574	677
ENSG00000050344	NFE2L3	protein_coding	241	217	475	440	347	473	279
ENSG00000215386	MIR99AHG	lincRNA	16	7	9	11	1	11	11
ENSG00000226763	SRRM5	protein_coding	31	26	41	11	11	5	30
ENSG00000170876	TMEM43	protein_coding	931	1246	1223	1211	975	1152	823
ENSG00000172940	SLC22A13	protein_coding	11	32	39	10	23	19	21
ENSG00000111335	OAS2	protein_coding	212	330	1116	424	1374	1234	1383
ENSG00000154370	TRIM11	protein_coding	705	1021	1475	676	1202	882	1447
ENSG00000255247	CTD-2523D13.1	lincRNA	2	7	23	2	10	2	35
ENSG00000107249	GLIS3	protein_coding	463	399	358	455	71	389	156
ENSG00000205885	C1RL-AS1	antisense	337	482	546	262	238	508	210
ENSG00000136002	ARHGEF4	protein_coding	41	99	294	101	362	198	336
ENSG00000143753	DEGS1	protein_coding	414	417	385	608	217	410	188
ENSG00000177565	TBL1XR1	protein_coding	940	1031	1369	1195	967	1677	1065
ENSG00000160211	G6PD	protein_coding	402	453	1065	841	861	817	761
ENSG00000169876	MUC17	protein_coding	9	15	9	3	0	0	9
ENSG00000148399	DPH7	protein_coding	384	418	549	450	323	451	286
ENSG00000090273	NUDC	protein_coding	613	642	792	689	551	593	542
ENSG00000215704	CELA2B	protein_coding	5	2	19	2	21	7	14
ENSG00000196544	BORCS6	protein_coding	27	58	83	49	33	43	41
ENSG00000282886	RP11-307E17.11	processed_pseudogene	7	16	10	39	3	5	10
ENSG00000002919	SNX11	protein_coding	189	200	348	275	255	261	292
ENSG00000176454	LPCAT4	protein_coding	657	1039	1850	860	2177	1437	2371
ENSG00000100802	C14orf93	protein_coding	37	156	166	89	72	89	92
ENSG00000196935	SRGAP1	protein_coding	534	464	1174	588	545	969	794
ENSG00000011258	MBTD1	protein_coding	440	483	618	372	393	472	374
ENSG00000196968	FUT11	protein_coding	329	300	417	270	284	369	421
ENSG00000077254	USP33	protein_coding	567	669	803	516	721	810	653
ENSG00000112851	ERBIN	protein_coding	936	1153	1565	1044	1687	1582	1778
ENSG00000251661	RP11-326C3.11	antisense	13	7	7	6	1	3	3
ENSG00000131725	WDR44	protein_coding	275	330	499	375	288	362	388
ENSG00000176393	RNPEP	protein_coding	536	847	904	669	744	690	727
ENSG00000145743	FBXL17	protein_coding	152	247	292	151	150	205	167
ENSG00000205189	ZBTB10	protein_coding	1128	1389	781	1234	481	844	790
ENSG00000164934	DCAF13	protein_coding	256	228	367	396	216	400	133
ENSG00000166033	HTRA1	protein_coding	160	254	217	230	125	162	73
ENSG00000058668	ATP2B4	protein_coding	4159	4387	5251	3913	5193	4596	5923
ENSG00000104415	WISP1	protein_coding	89	237	117	71	67	67	118
ENSG00000223722	RP11-467L13.5	processed_pseudogene	3	9	42	31	29	32	37
ENSG00000136213	CHST12	protein_coding	155	480	128	193	142	107	75
ENSG00000130545	CRB3	protein_coding	294	465	572	407	622	469	593
ENSG00000131165	CHMP1A	protein_coding	710	902	1040	856	955	828	921
ENSG00000176022	B3GALT6	protein_coding	121	156	233	386	76	234	35
ENSG00000067248	DHX29	protein_coding	322	388	592	430	296	463	318
ENSG00000138029	HADHB	protein_coding	607	875	894	823	711	933	605
ENSG00000196576	PLXNB2	protein_coding	4372	4836	4972	3858	4716	4268	4122
ENSG00000205476	CCDC85C	protein_coding	598	721	1048	541	664	648	1074
ENSG00000088833	NSFL1C	protein_coding	817	836	1280	872	902	887	999
ENSG00000164683	HEY1	protein_coding	92	132	87	63	27	52	75
ENSG00000140678	ITGAX	protein_coding	78	20	125	37	13	162	53
ENSG00000114127	XRN1	protein_coding	1600	1443	1832	994	1683	2029	1857
ENSG00000183814	LIN9	protein_coding	24	40	73	28	57	47	47
ENSG00000173013	CCDC96	protein_coding	26	40	34	28	19	14	24
ENSG00000176533	GNG7	protein_coding	52	35	35	37	5	25	22
ENSG00000115758	ODC1	protein_coding	962	786	979	1224	763	924	414
ENSG00000215908	CROCCP2	transcribed_unprocessed_pseudogene	203	261	205	361	151	355	278
ENSG00000160113	NR2F6	protein_coding	273	397	546	388	481	321	357
ENSG00000039319	ZFYVE16	protein_coding	329	417	534	335	360	468	395
ENSG00000126351	THRA	protein_coding	602	1061	964	685	367	487	475
ENSG00000148334	PTGES2	protein_coding	485	809	1122	983	769	795	669
ENSG00000164897	TMUB1	protein_coding	361	494	534	427	432	381	422
ENSG00000250859	HNRNPKP1	processed_pseudogene	36	37	50	37	29	37	47
ENSG00000278600	RP11-81A1.6	sense_intronic	58	51	58	27	28	67	43
ENSG00000186891	TNFRSF18	protein_coding	136	98	52	69	24	77	67
ENSG00000066926	FECH	protein_coding	43	74	163	132	70	103	45
ENSG00000155465	SLC7A7	protein_coding	19	16	22	25	12	19	8
ENSG00000257511	RP11-278C7.1	processed_pseudogene	60	54	66	57	44	55	51
ENSG00000220875	HIST1H3PS1	processed_pseudogene	8	7	19	10	5	7	21
ENSG00000110324	IL10RA	protein_coding	18	31	63	42	16	66	22
ENSG00000140688	C16orf58	protein_coding	390	634	607	531	543	564	324
ENSG00000129691	ASH2L	protein_coding	233	312	502	399	289	369	236
ENSG00000154040	CABYR	protein_coding	19	16	20	11	8	12	23
ENSG00000229848	RP13-766D20.2	antisense	7	11	13	10	13	9	23
ENSG00000253873	PCDHGA11	protein_coding	27	21	30	11	9	15	18
ENSG00000175768	TOMM5	protein_coding	26	36	53	27	35	40	30
ENSG00000182899	RPL35A	protein_coding	553	565	697	535	534	545	577
ENSG00000263781	RP11-321A17.3	processed_pseudogene	9	9	23	13	7	9	14
ENSG00000133065	SLC41A1	protein_coding	1356	1220	1894	1677	1322	1452	1467
ENSG00000234084	RP3-388E23.2	antisense	13	12	12	6	5	12	12
ENSG00000136141	LRCH1	protein_coding	777	775	761	531	423	704	435
ENSG00000239497	LY6G5B	protein_coding	63	72	90	26	57	73	45
ENSG00000168067	MAP4K2	protein_coding	27	26	55	22	15	38	32
ENSG00000204116	CHIC1	protein_coding	118	138	77	92	62	96	79
ENSG00000137573	SULF1	protein_coding	179	196	154	162	42	111	89
ENSG00000138738	PRDM5	protein_coding	71	93	78	82	20	61	35
ENSG00000066322	ELOVL1	protein_coding	668	877	1101	918	901	863	909
ENSG00000196950	SLC39A10	protein_coding	117	95	145	149	49	125	49
ENSG00000129480	DTD2	protein_coding	15	28	45	71	21	54	19
ENSG00000143727	ACP1	protein_coding	500	548	573	494	521	593	355
ENSG00000121741	ZMYM2	protein_coding	951	1099	1456	906	1196	1189	1515
ENSG00000238227	C9orf69	protein_coding	171	309	393	372	180	262	136
ENSG00000181359	HSP90AA6P	transcribed_processed_pseudogene	19	20	21	2	16	19	7
ENSG00000196421	LINC00176	protein_coding	25	56	26	14	35	37	23
ENSG00000100399	CHADL	protein_coding	32	62	41	43	20	28	19
ENSG00000100092	SH3BP1	protein_coding	466	778	1060	603	1120	565	1099
ENSG00000136950	ARPC5L	protein_coding	407	419	672	458	576	476	623
ENSG00000220472	RP11-69L16.5	processed_pseudogene	25	31	53	36	29	25	53
ENSG00000136541	ERMN	protein_coding	2	3	9	3	15	7	12
ENSG00000159263	SIM2	protein_coding	463	463	445	541	129	244	92
ENSG00000169689	STRA13	protein_coding	212	257	287	297	224	264	167
ENSG00000103047	TANGO6	protein_coding	74	116	136	226	109	102	95
ENSG00000225029	USP8P1	processed_pseudogene	10	22	26	14	31	24	24
ENSG00000178573	MAF	protein_coding	452	610	342	153	235	532	395
ENSG00000139508	SLC46A3	protein_coding	20	10	5	11	1	20	1
ENSG00000252045	SNORA33	snoRNA	16	7	12	21	12	27	11
ENSG00000242259	C22orf39	protein_coding	156	197	207	208	91	192	89
ENSG00000197582	GPX1P1	processed_pseudogene	10	12	20	17	14	16	16
ENSG00000276461	TCF20	protein_coding	1179	1374	2120	1326	1437	1462	1172
ENSG00000277072	STAG3L2	transcribed_unprocessed_pseudogene	41	38	60	22	52	39	60
ENSG00000243927	MRPS6	protein_coding	831	718	713	531	579	674	632
ENSG00000276582	ABCB11	protein_coding	9	3	57	17	102	41	88
ENSG00000269680	CTD-3128G10.6	antisense	43	59	128	36	41	61	91
ENSG00000154124	OTULIN	protein_coding	1441	1451	1365	964	999	1060	1213
ENSG00000257027	RP11-705C15.3	sense_intronic	11	35	21	21	11	39	23
ENSG00000105197	TIMM50	protein_coding	421	433	664	573	405	509	237
ENSG00000179094	PER1	protein_coding	1905	3260	2348	2068	1493	2169	1588
ENSG00000259605	AC074212.5	processed_transcript	13	35	14	11	6	23	6
ENSG00000163104	SMARCAD1	protein_coding	187	267	277	321	174	379	81
ENSG00000226824	RP4-756H11.3	sense_intronic	12	11	16	4	18	20	14
ENSG00000172974	AC007318.5	processed_pseudogene	115	125	187	151	144	141	189
ENSG00000277781	MROH6	protein_coding	287	691	719	226	792	767	456
ENSG00000162869	PPP1R21	protein_coding	242	415	560	446	400	457	425
ENSG00000226539	AC012512.1	processed_pseudogene	10	4	18	7	8	6	9
ENSG00000233178	RP11-88I18.2	antisense	12	4	11	1	4	29	7
ENSG00000161940	BCL6B	protein_coding	766	78	223	231	14	188	58
ENSG00000203797	DDO	protein_coding	8	3	12	16	11	9	10
ENSG00000232807	RP11-536K7.3	antisense	25	18	41	18	15	27	26
ENSG00000173436	MINOS1	protein_coding	79	84	99	105	38	77	51
ENSG00000166341	DCHS1	protein_coding	403	200	215	198	44	516	33
ENSG00000227765	MYL12BP2	processed_pseudogene	20	21	28	19	19	17	23
ENSG00000204165	CXorf65	protein_coding	7	10	18	13	2	12	7
ENSG00000138758	SEPT11	protein_coding	708	759	1208	858	716	912	712
ENSG00000279236	RP11-120K19.3	TEC	12	11	11	6	3	9	16
ENSG00000104408	EIF3E	protein_coding	807	924	932	935	969	1009	864
ENSG00000204514	ZNF814	protein_coding	155	177	256	113	119	241	203
ENSG00000202441	RNY4P10	misc_RNA	18	12	13	4	5	11	17
ENSG00000106829	TLE4	protein_coding	449	718	1014	578	1016	872	1171
ENSG00000146872	TLK2	protein_coding	473	498	725	443	582	526	581
ENSG00000247626	MARS2	protein_coding	115	129	217	211	86	151	44
ENSG00000239893	ZNF736P9Y	processed_pseudogene	1	1	26	5	7	1	27
ENSG00000259917	HNRNPLP2	unprocessed_pseudogene	84	96	89	110	86	73	94
ENSG00000106049	HIBADH	protein_coding	284	365	376	341	281	369	229
ENSG00000146674	IGFBP3	protein_coding	2342	2770	3019	2431	3104	2766	3346
ENSG00000138639	ARHGAP24	protein_coding	26	56	58	30	48	37	23
ENSG00000267560	RP11-173A16.1	antisense	8	15	21	6	14	6	26
ENSG00000132294	EFR3A	protein_coding	672	754	835	764	758	1013	631
ENSG00000137073	UBAP2	protein_coding	629	771	984	717	525	674	696
ENSG00000123739	PLA2G12A	protein_coding	120	193	252	230	78	142	68
ENSG00000270629	NBPF14	protein_coding	236	151	110	62	134	84	201
ENSG00000225302	RP11-539I5.1	processed_transcript	19	27	22	13	4	17	10
ENSG00000148943	LIN7C	protein_coding	301	325	359	337	343	359	274
ENSG00000183837	PNMA3	protein_coding	6	5	26	31	4	4	0
ENSG00000215458	AATBC	antisense	24	20	55	11	45	22	82
ENSG00000259153	RP6-65G23.3	lincRNA	24	51	134	21	95	31	165
ENSG00000148120	C9orf3	protein_coding	492	656	734	645	486	593	534
ENSG00000213626	LBH	protein_coding	1335	1070	1104	789	933	783	1353
ENSG00000282367	PTDSS2	protein_coding	308	414	519	382	299	359	265
ENSG00000169599	NFU1	protein_coding	76	125	145	148	88	115	130
ENSG00000278920	RP3-412A9.17	sense_overlapping	6	4	11	9	10	8	17
ENSG00000165169	DYNLT3	protein_coding	146	167	177	230	112	218	195
ENSG00000134285	FKBP11	protein_coding	468	367	553	468	315	486	304
ENSG00000177731	FLII	protein_coding	1987	2310	2827	2335	2448	2528	2288
ENSG00000149050	ZNF214	protein_coding	30	52	50	10	11	30	19
ENSG00000166881	NEMP1	protein_coding	566	448	450	468	166	442	225
ENSG00000122691	TWIST1	protein_coding	63	66	18	22	12	54	11
ENSG00000136271	DDX56	protein_coding	904	1106	1246	868	827	1021	907
ENSG00000260459	FTLP14	processed_pseudogene	32	30	48	29	49	34	94
ENSG00000223775	MRPS18B	protein_coding	267	383	488	458	335	400	177
ENSG00000197124	ZNF682	protein_coding	13	28	57	20	23	19	49
ENSG00000185022	MAFF	protein_coding	1766	1581	2180	1682	1952	1741	2116
ENSG00000236349	SUCLG2P2	processed_pseudogene	12	28	36	25	32	38	24
ENSG00000064703	DDX20	protein_coding	159	212	248	259	99	218	97
ENSG00000146731	CCT6A	protein_coding	978	1059	1184	1183	888	1142	793
ENSG00000274768	CISD3	protein_coding	50	90	146	198	104	177	39
ENSG00000159496	RGL4	protein_coding	10	26	59	15	18	25	25
ENSG00000117650	NEK2	protein_coding	7	10	9	4	33	2	3
ENSG00000119686	FLVCR2	protein_coding	13	13	29	48	25	42	22
ENSG00000106367	AP1S1	protein_coding	192	244	388	335	310	307	291
ENSG00000137834	SMAD6	protein_coding	76	109	274	148	94	161	59
ENSG00000269958	RP11-73M18.8	sense_intronic	107	128	148	78	110	136	121
ENSG00000278062	ZNF251	protein_coding	138	182	293	204	137	225	122
ENSG00000152464	RPP38	protein_coding	128	145	183	183	130	146	113
ENSG00000185219	ZNF445	protein_coding	309	363	530	256	134	313	173
ENSG00000110076	NRXN2	protein_coding	6	7	6	12	1	17	0
ENSG00000167984	NLRC3	protein_coding	15	26	17	14	1	14	5
ENSG00000188886	ASTL	protein_coding	51	68	43	68	30	12	87
ENSG00000180011	ZADH2	protein_coding	476	685	715	659	403	620	524
ENSG00000070526	ST6GALNAC1	protein_coding	57	108	86	91	23	37	138
ENSG00000279407	AC007191.4	TEC	26	40	58	15	26	55	36
ENSG00000130396	MLLT4	protein_coding	3427	3881	4781	2896	4251	3817	4728
ENSG00000099899	TRMT2A	protein_coding	281	416	575	490	340	443	176
ENSG00000081189	MEF2C	protein_coding	112	66	46	41	25	66	20
ENSG00000118513	MYB	protein_coding	101	198	203	67	110	97	103
ENSG00000128692	EIF2S2P4	processed_pseudogene	60	55	77	54	60	72	62
ENSG00000258096	RP11-474P2.2	antisense	7	6	11	12	15	6	10
ENSG00000115085	ZAP70	protein_coding	8	10	54	18	7	15	6
ENSG00000177337	DLGAP1-AS1	antisense	140	102	112	95	73	177	75
ENSG00000259865	RP11-488L18.10	lincRNA	13	15	38	23	17	21	42
ENSG00000130193	THEM6	protein_coding	92	352	609	303	686	365	563
ENSG00000209482	SNORD83A	snoRNA	17	19	32	11	13	15	11
ENSG00000178741	COX5A	protein_coding	306	324	426	387	374	323	352
ENSG00000242372	EIF6	protein_coding	407	478	585	550	549	497	567
ENSG00000177700	POLR2L	protein_coding	214	264	316	292	230	255	223
ENSG00000066382	MPPED2	protein_coding	186	334	401	122	186	51	198
ENSG00000165238	WNK2	protein_coding	584	789	1009	392	411	390	410
ENSG00000137776	SLTM	protein_coding	1038	1421	1978	1136	1320	1308	1456
ENSG00000243811	APOBEC3D	protein_coding	115	195	267	134	300	253	269
ENSG00000246859	STARD4-AS1	antisense	23	15	4	9	2	3	2
ENSG00000282003	TUBGCP3	protein_coding	233	406	559	294	237	272	225
ENSG00000144426	NBEAL1	protein_coding	305	429	695	253	758	515	802
ENSG00000181038	METTL23	protein_coding	112	131	153	165	82	151	58
ENSG00000230389	HCP5	processed_transcript	319	299	620	438	609	559	442
ENSG00000084444	FAM234B	protein_coding	70	68	100	95	43	48	63
ENSG00000163794	UCN	protein_coding	19	23	25	11	13	25	7
ENSG00000171763	SPATA5L1	protein_coding	414	319	599	325	377	382	518
ENSG00000173269	MMRN2	protein_coding	254	150	275	113	201	161	241
ENSG00000070614	NDST1	protein_coding	2179	1708	2072	1408	1685	1470	1290
ENSG00000214192	UBE2V1P2	processed_pseudogene	18	22	46	38	36	28	39
ENSG00000141456	PELP1	protein_coding	810	951	1210	1069	672	938	625
ENSG00000100296	THOC5	protein_coding	209	242	382	293	198	255	166
ENSG00000249921	CTC-329H14.1	processed_pseudogene	13	14	9	11	12	16	10
ENSG00000226642	ACTG1P12	processed_pseudogene	2	2	6	15	0	3	5
ENSG00000236060	HSPB1P1	processed_pseudogene	13	18	58	20	20	11	78
ENSG00000136235	GPNMB	protein_coding	97	66	64	6	237	19	36
ENSG00000116830	TTF2	protein_coding	388	491	928	546	401	665	653
ENSG00000214650	RP11-83B20.1	lincRNA	14	8	10	1	5	2	3
ENSG00000104635	SLC39A14	protein_coding	1356	1096	1041	1451	705	1654	622
ENSG00000260751	CTD-2196E14.6	sense_intronic	37	23	31	13	17	27	32
ENSG00000277959	RP11-45A17.2	antisense	16	13	16	9	23	21	30
ENSG00000160179	ABCG1	protein_coding	461	252	223	292	527	264	324
ENSG00000135956	TMEM127	protein_coding	1010	1425	2027	1335	1680	1654	1670
ENSG00000177103	DSCAML1	protein_coding	16	24	22	17	6	61	9
ENSG00000120992	LYPLA1	protein_coding	143	217	454	343	488	392	439
ENSG00000164066	INTU	protein_coding	194	305	276	119	96	111	265
ENSG00000198768	APCDD1L	protein_coding	44	16	104	247	26	165	12
ENSG00000168228	ZCCHC4	protein_coding	64	106	179	111	88	118	40
ENSG00000230002	ALMS1-IT1	sense_intronic	13	7	10	8	5	4	2
ENSG00000124228	DDX27	protein_coding	727	911	1032	801	764	865	589
ENSG00000177981	ASB8	protein_coding	128	183	320	168	204	188	142
ENSG00000102007	PLP2	protein_coding	548	649	650	676	574	563	514
ENSG00000179397	C1orf101	protein_coding	8	21	29	16	10	19	5
ENSG00000086065	CHMP5	protein_coding	431	503	585	537	648	601	627
ENSG00000219682	RP3-425P12.4	processed_pseudogene	7	12	20	5	13	8	17
ENSG00000224892	RPS4XP16	transcribed_processed_pseudogene	13	18	26	17	14	22	22
ENSG00000279566	ZNF43	protein_coding	192	249	241	185	88	189	99
ENSG00000121988	ZRANB3	protein_coding	41	41	61	49	14	43	45
ENSG00000132359	RAP1GAP2	protein_coding	676	1185	1499	1012	739	1164	1054
ENSG00000179909	ZNF154	protein_coding	12	75	57	15	40	70	107
ENSG00000113552	GNPDA1	protein_coding	508	643	928	565	951	518	999
ENSG00000261167	RP11-517B11.7	sense_overlapping	5	14	25	23	4	20	9
ENSG00000213478	CFL1P2	processed_pseudogene	9	9	20	13	8	10	15
ENSG00000231414	AC016700.6	processed_pseudogene	68	61	75	49	51	47	65
ENSG00000229023	AC067945.3	processed_pseudogene	8	11	13	6	10	4	20
ENSG00000152931	PART1	lincRNA	5	23	42	18	8	1	18
ENSG00000142507	PSMB6	protein_coding	320	367	483	429	417	374	294
ENSG00000135324	MRAP2	protein_coding	18	22	28	39	15	33	19
ENSG00000279649	RP11-96D1.8	TEC	15	21	23	13	17	21	10
ENSG00000104967	NOVA2	protein_coding	205	17	27	21	8	38	18
ENSG00000247240	UBL7-AS1	antisense	8	17	20	26	12	13	19
ENSG00000117751	PPP1R8	protein_coding	287	382	463	452	338	403	253
ENSG00000113384	GOLPH3	protein_coding	729	838	893	863	961	899	816
ENSG00000164002	EXO5	protein_coding	13	21	61	36	21	22	25
ENSG00000198189	HSD17B11	protein_coding	172	490	361	290	371	353	474
ENSG00000186185	KIF18B	protein_coding	11	35	25	9	76	13	10
ENSG00000060642	PIGV	protein_coding	160	214	280	319	184	269	139
ENSG00000166313	APBB1	protein_coding	315	392	446	396	107	238	211
ENSG00000170004	CHD3	protein_coding	2329	3090	3313	1795	2718	1852	2591
ENSG00000086570	FAT2	protein_coding	1451	1709	5265	716	3421	1209	5365
ENSG00000251381	LINC00958	lincRNA	28	212	509	314	275	72	401
ENSG00000197779	ZNF81	protein_coding	96	135	167	75	51	104	66
ENSG00000128594	LRRC4	protein_coding	149	162	526	277	380	736	698
ENSG00000078177	N4BP2	protein_coding	207	244	268	154	155	241	144
ENSG00000163453	IGFBP7	protein_coding	632	499	304	553	279	483	201
ENSG00000171467	ZNF318	protein_coding	359	642	474	207	190	243	134
ENSG00000171824	EXOSC10	protein_coding	625	686	914	600	639	688	519
ENSG00000130299	GTPBP3	protein_coding	223	326	517	308	282	273	241
ENSG00000230202	RP11-632C17__A.1	processed_pseudogene	21	30	54	45	31	25	80
ENSG00000179364	PACS2	protein_coding	711	1028	1134	872	466	758	363
ENSG00000168397	ATG4B	protein_coding	1344	1549	1642	1130	1315	1364	1349
ENSG00000090924	PLEKHG2	protein_coding	1051	1288	598	490	353	257	856
ENSG00000171885	AQP4	protein_coding	56	172	110	11	61	40	88
ENSG00000112787	FBRSL1	protein_coding	1047	1332	1564	1028	1001	1290	700
ENSG00000250568	RP11-333E13.2	processed_pseudogene	17	23	29	22	22	21	33
ENSG00000145439	CBR4	protein_coding	111	194	212	137	139	229	175
ENSG00000125037	EMC3	protein_coding	316	399	655	489	522	476	604
ENSG00000152359	POC5	protein_coding	40	80	74	65	35	89	19
ENSG00000110700	RPS13	protein_coding	647	481	549	497	595	588	546
ENSG00000134824	FADS2	protein_coding	113	172	269	133	20	194	105
ENSG00000163898	LIPH	protein_coding	558	898	1732	833	2079	1401	2129
ENSG00000186529	CYP4F3	protein_coding	134	294	987	258	913	463	1019
ENSG00000281540	RCC2	protein_coding	1094	1142	1566	1185	1087	1303	901
